Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Zavier Simpson,MEM,7,23.0,6.0,2.4,7.7,31.5,0.7,2.4,29.4,0.4,0.6,75.0,2.9,3.6,1.0,0.4,1.4,0,0
Tosan Evbuomwan,MEM/DET,17,21.6,5.9,2.1,4.2,50.7,0.7,1.9,37.5,1.0,1.5,68.0,3.5,0.9,0.4,0.3,0.5,0,0
Justin Champagnie,WSH,15,15.7,5.9,2.1,5.2,41.0,0.9,3.0,28.9,0.8,1.0,80.0,3.5,1.3,0.7,0.6,0.7,0,0
Nick Smith,CHA,51,14.3,5.9,2.2,5.7,39.1,1.2,2.9,43.2,0.3,0.3,86.7,1.4,1.2,0.2,0.1,0.8,0,0
Noah Clowney,BKN,23,16.1,5.8,2.2,4.0,53.8,0.5,1.4,36.4,0.9,1.3,70.0,3.5,0.8,0.3,0.7,0.7,1,0
Torrey Craig,CHI,53,19.8,5.7,2.0,4.7,43.0,1.1,2.9,39.2,0.5,0.7,75.0,4.1,1.1,0.6,0.4,0.6,1,0
Danilo Gallinari,MIL/WSH/DET,49,12.8,5.7,1.7,3.9,43.7,0.6,1.9,32.3,1.7,2.0,85.7,2.2,1.1,0.3,0.1,0.5,0,0
Thomas Bryant,MIA,38,11.6,5.7,2.3,3.9,57.7,0.1,0.6,18.2,1.1,1.2,87.2,3.7,0.6,0.3,0.4,0.6,2,0
Craig Porter,CLE,51,12.7,5.6,2.3,4.5,50.9,0.2,0.7,35.3,0.8,1.1,73.2,2.1,2.3,0.4,0.3,0.9,0,0
Mitchell Robinson,NY,31,24.8,5.6,2.4,4.1,57.5,0.0,0.0,0.0,0.9,2.1,40.9,8.5,0.6,1.2,1.1,0.8,2,0
Dexter Dennis,DAL,4,7.5,5.5,2.5,4.8,52.6,0.3,2.0,12.5,0.3,0.8,33.3,2.3,1.0,0.0,0.3,0.8,0,0
Neemias Queta,BOS,28,11.9,5.5,2.4,3.7,64.4,0.0,0.0,0.0,0.7,1.0,71.4,4.4,0.7,0.5,0.8,0.5,2,0
Gary Payton,GS,44,15.5,5.5,2.3,4.2,56.3,0.5,1.3,36.4,0.3,0.5,60.9,2.6,1.1,0.9,0.4,0.6,0,0
Keon Ellis,SAC,57,17.2,5.4,1.9,4.1,46.1,1.2,2.9,41.7,0.5,0.6,74.3,2.2,1.5,0.9,0.5,0.6,0,0
Matt Ryan,NO,28,13.9,5.4,1.8,4.0,43.4,1.5,3.3,45.1,0.5,0.5,92.9,1.4,0.6,0.2,0.0,0.7,0,0
Cam Reddish,LAL,48,20.5,5.4,1.9,4.9,38.9,0.8,2.3,33.6,0.9,1.1,75.9,2.1,1.0,1.0,0.3,0.6,0,0
Ricky Council,PHI,32,9.0,5.4,1.7,3.5,48.2,0.4,1.0,37.5,1.7,2.2,74.6,1.4,0.5,0.3,0.0,0.2,1,0
Dean Wade,CLE,54,20.5,5.4,1.8,4.3,41.4,1.5,3.7,39.1,0.4,0.5,76.9,4.0,0.8,0.7,0.5,0.4,0,0
Sasha Vezenkov,SAC,42,12.2,5.4,2.0,4.5,44.0,1.1,2.9,37.5,0.3,0.4,80.0,2.3,0.5,0.5,0.2,0.3,0,0
Darius Bazley,UTAH/PHI,9,16.9,5.3,2.0,3.3,60.0,0.2,0.9,25.0,1.1,1.3,83.3,3.1,0.8,0.7,0.8,0.9,0,0
Mason Plumlee,LAC,46,14.7,5.3,1.9,3.3,56.9,0.0,0.1,0.0,1.5,2.2,70.7,5.1,1.2,0.3,0.4,0.8,2,0
Stanley Umude,DET,24,12.8,5.3,1.5,3.5,44.0,1.0,2.2,45.3,1.2,1.3,90.6,2.1,0.5,0.3,0.3,0.6,0,0
Xavier Tillman,BOS/MEM,54,18.1,5.3,2.2,5.2,43.4,0.4,1.5,24.7,0.4,0.9,44.0,3.9,1.4,0.9,0.8,0.6,2,0
Brandon Boston,LAC,32,10.8,5.2,2.0,5.0,40.4,0.4,1.6,26.9,0.7,1.0,69.7,1.6,0.4,0.3,0.3,0.8,0,0
Aleksej Pokusevski,OKC/CHA,28,14.5,5.2,1.8,4.3,40.5,0.6,2.0,32.7,1.1,1.5,73.2,3.2,1.3,0.5,0.5,0.7,0,0
Bol Bol,PHX,43,10.9,5.2,2.2,3.5,61.6,0.5,1.2,42.3,0.3,0.4,78.9,3.2,0.4,0.2,0.6,0.4,1,0
Jarred Vanderbilt,LAL,29,20.0,5.2,2.0,3.9,51.8,0.3,0.9,29.6,0.8,1.2,66.7,4.8,1.2,1.2,0.2,1.0,0,0
Seth Curry,DAL/CHA,44,14.0,5.1,1.8,4.6,39.2,0.9,2.5,35.2,0.6,0.7,90.3,1.5,1.0,0.5,0.1,0.5,0,0
D.J. Wilson,PHI,2,7.5,5.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0
Kobi Simmons,TOR,4,16.8,5.0,2.3,5.3,42.9,0.5,2.0,25.0,0.0,0.0,0.0,1.8,3.0,1.5,0.5,0.3,0,0
Jalen Wilson,BKN,43,15.5,5.0,1.8,4.2,42.5,0.6,1.7,32.4,0.9,1.1,82.6,3.0,1.0,0.3,0.1,0.4,1,0
Richaun Holmes,WSH/DAL,40,13.9,5.0,2.1,3.7,55.8,0.0,0.1,33.3,0.9,1.2,72.3,4.6,0.6,0.3,0.5,0.6,4,0
Monte Morris,MIN/DET,33,14.4,5.0,1.9,4.6,40.5,0.8,2.1,38.6,0.4,0.6,68.4,1.7,2.1,0.6,0.3,0.2,0,0
Devonte' Graham,SA,23,13.6,5.0,1.7,4.7,35.2,1.1,3.6,30.1,0.6,0.7,81.3,1.6,2.1,0.4,0.1,0.7,0,0
Isaiah Livers,WSH/DET,23,20.4,5.0,1.7,5.0,34.5,1.0,3.3,28.6,0.5,0.8,66.7,2.1,1.1,0.6,0.2,0.7,0,0
Jock Landale,HOU,56,13.6,4.9,1.9,3.7,51.5,0.2,0.7,25.0,0.9,1.2,80.0,3.1,1.2,0.4,0.6,0.6,1,0
Jared Rhoden,DET,17,14.4,4.9,1.9,3.9,50.0,0.7,1.8,38.7,0.3,0.5,62.5,1.9,0.8,0.2,0.8,0.4,0,0
Eugene Omoruyi,WSH,43,9.1,4.8,1.9,3.9,48.5,0.3,1.1,28.3,0.7,1.1,65.3,2.0,0.8,0.6,0.1,0.5,1,0
DeJon Jarreau,MEM,9,16.7,4.8,1.9,5.6,34.0,0.4,1.4,30.8,0.6,1.2,45.5,4.9,2.9,0.7,0.2,1.0,0,0
Kobe Bufkin,ATL,17,11.5,4.8,2.0,5.4,37.0,0.5,2.4,22.5,0.2,0.5,50.0,1.9,1.6,0.4,0.3,0.6,0,0
Omer Yurtseven,UTAH,48,11.4,4.6,2.1,3.8,53.8,0.1,0.5,20.8,0.4,0.6,67.9,4.3,0.6,0.2,0.4,0.8,2,0
Kenneth Lofton,UTAH/MEM/PHI,21,9.4,4.6,1.7,3.7,46.2,0.3,1.1,29.2,0.8,1.2,65.4,1.8,1.6,0.3,0.2,0.7,0,0
Julian Strawther,DEN,50,10.9,4.5,1.6,4.4,36.9,0.8,2.8,29.7,0.4,0.6,71.0,1.2,0.9,0.3,0.1,0.5,0,0
Shake Milton,MIN/NY/DET,48,12.1,4.5,1.6,4.1,40.5,0.4,1.3,28.1,0.8,1.0,81.6,1.6,1.3,0.4,0.1,0.6,0,0
Taze Moore,POR,4,10.0,4.5,2.0,4.8,42.1,0.3,1.8,14.3,0.3,0.5,50.0,2.0,1.3,0.5,0.0,0.8,0,0
AJ Green,MIL,56,11.0,4.5,1.5,3.5,42.3,1.2,3.0,40.8,0.3,0.3,89.5,1.1,0.5,0.2,0.1,0.2,0,0
Delon Wright,MIA/WSH,47,15.8,4.5,1.6,4.0,39.4,0.5,1.4,36.8,0.8,1.0,82.2,1.8,2.5,1.1,0.2,0.3,0,0
Patrick Baldwin,WSH,38,13.0,4.4,1.6,4.1,38.1,0.8,2.6,32.0,0.5,0.8,69.0,3.2,0.8,0.5,0.4,0.5,2,0
Maxi Kleber,DAL,43,20.3,4.4,1.5,3.4,43.2,0.7,2.1,34.8,0.8,1.1,70.2,3.3,1.6,0.4,0.7,0.7,1,0
Mo Bamba,PHI,57,13.0,4.4,1.7,3.5,49.0,0.4,1.1,39.1,0.6,0.9,68.0,4.2,0.7,0.4,1.1,0.7,1,0
Lester Quinones,GS,37,10.6,4.4,1.5,3.8,39.7,0.9,2.4,36.4,0.5,0.8,69.0,1.9,1.0,0.2,0.1,0.5,0,0
Jontay Porter,TOR,26,13.8,4.4,1.5,4.0,38.5,0.8,2.3,33.3,0.6,0.7,83.3,3.2,2.3,0.8,0.8,0.8,0,0
Ben Sheppard,IND,57,14.3,4.4,1.6,4.0,39.3,0.9,2.7,31.4,0.4,0.5,88.5,1.6,0.9,0.6,0.0,0.3,0,0
MarJon Beauchamp,MIL,48,12.7,4.4,1.7,3.5,48.8,0.6,1.6,40.0,0.4,0.6,67.9,2.1,0.6,0.3,0.1,0.6,0,0
Robert Covington,LAC/PHI,29,16.8,4.4,1.5,3.4,43.9,0.7,1.9,33.9,0.8,0.9,84.6,3.3,0.8,1.3,0.6,0.4,0,0
Dominick Barlow,SA,33,12.7,4.4,1.7,3.4,49.6,0.1,0.3,33.3,0.9,1.3,69.0,3.4,1.1,0.4,0.4,0.3,0,0
Bismack Biyombo,OKC/MEM,40,19.8,4.4,1.9,3.3,56.5,0.0,0.0,0.0,0.7,1.4,48.1,5.2,1.3,0.3,0.9,1.1,2,0
Jeff Dowtin,PHI,12,11.8,4.3,1.7,3.0,55.6,0.8,1.6,47.4,0.3,0.3,75.0,1.7,2.3,0.6,0.1,0.4,0,0
Dru Smith,MIA,9,14.6,4.3,1.7,3.7,45.5,0.8,1.9,41.2,0.2,0.2,100.0,1.6,1.6,1.0,0.3,0.6,0,0
John Konchar,MEM,55,21.3,4.3,1.6,3.8,42.3,0.7,2.2,31.7,0.4,0.5,84.0,4.7,2.0,0.9,0.9,0.8,1,0
Danuel House,PHI,34,15.0,4.2,1.4,3.1,44.8,0.4,1.5,30.0,1.0,1.4,76.1,1.7,0.8,0.4,0.1,0.6,0,0
Jacob Gilyard,BKN/MEM,41,17.0,4.2,1.5,3.7,40.0,1.2,3.1,40.5,0.0,0.0,100.0,1.1,3.3,0.8,0.1,0.7,0,0
Ashton Hagans,POR,19,16.6,4.2,1.5,3.7,40.8,0.4,1.3,32.0,0.7,0.9,82.4,2.4,2.8,0.6,0.5,1.6,0,0
Armoni Brooks,BKN,10,10.4,4.2,1.5,4.6,32.6,1.1,3.2,34.4,0.1,0.2,50.0,1.8,0.5,0.1,0.1,0.3,0,0
Thaddeus Young,TOR/PHX,33,13.3,4.2,2.0,3.3,60.2,0.0,0.2,14.3,0.2,0.5,40.0,3.1,1.7,0.7,0.2,0.5,0,0
Sandro Mamukelashvili,SA,46,9.8,4.1,1.6,3.4,47.1,0.4,1.4,29.7,0.5,0.7,73.5,3.2,1.1,0.2,0.3,0.4,3,0
Luka Samanic,UTAH,43,9.4,4.1,1.4,3.7,38.0,0.3,1.5,20.3,1.0,1.3,78.6,2.4,0.4,0.1,0.2,0.7,1,0
Skylar Mays,POR/LAL,38,11.4,4.1,1.7,4.2,39.6,0.4,1.4,29.6,0.3,0.4,76.5,1.1,2.2,0.6,0.1,0.5,2,0
Ousmane Dieng,OKC,33,11.1,4.0,1.5,3.5,42.2,0.6,2.1,30.0,0.4,0.5,87.5,1.5,1.1,0.2,0.2,0.6,0,0
JaVale McGee,SAC,46,7.4,4.0,1.7,2.9,59.8,0.0,0.2,14.3,0.6,1.0,57.8,2.7,0.4,0.3,0.4,0.7,0,0
Izaiah Brockington,NO,1,3.0,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
Matt Hurt,MEM,8,14.1,4.0,1.5,4.3,35.3,0.6,2.5,25.0,0.4,0.4,100.0,2.0,0.5,0.4,0.4,0.3,0,0
Adama Sanogo,CHI,9,7.3,4.0,1.6,3.0,51.9,0.0,0.0,0.0,0.9,1.3,66.7,4.0,0.0,0.1,0.0,0.6,1,0
Mouhamed Gueye,ATL,6,12.2,4.0,1.3,3.8,34.8,0.5,1.5,33.3,0.8,1.0,83.3,3.7,0.7,0.8,0.7,0.2,0,0
Rayan Rupert,POR,39,16.2,4.0,1.4,4.1,33.5,0.7,2.0,35.9,0.5,0.6,76.0,2.4,1.6,0.3,0.1,0.8,0,0
Patty Mills,ATL/MIA,32,13.0,4.0,1.4,4.1,35.1,0.8,2.7,27.6,0.3,0.3,100.0,1.1,1.1,0.6,0.0,0.5,0,0
Luka Garza,MIN,25,4.9,4.0,1.4,3.0,48.0,0.4,1.3,28.1,0.7,1.0,72.0,1.2,0.2,0.2,0.0,0.2,0,0
Svi Mykhailiuk,BOS,41,10.1,4.0,1.4,3.3,41.6,1.0,2.6,38.9,0.1,0.2,66.7,1.2,0.9,0.3,0.0,0.3,0,0
DeAndre Jordan,DEN,36,11.0,3.9,1.6,2.6,62.4,0.0,0.0,0.0,0.7,1.5,49.1,4.4,0.7,0.2,0.4,0.6,1,0
Jules Bernard,WSH,19,7.8,3.9,1.5,3.4,45.3,0.6,1.5,37.9,0.3,0.5,55.6,1.4,0.8,0.2,0.1,0.4,0,0
Anthony Gill,WSH,50,9.3,3.8,1.5,3.2,46.9,0.2,0.8,24.4,0.6,0.7,80.6,1.9,0.7,0.3,0.2,0.5,0,0
Sidy Cissoko,SA,12,11.8,3.8,1.3,2.8,48.5,0.1,1.0,8.3,1.0,1.3,80.0,1.8,0.8,0.6,0.3,0.3,0,0
Jamal Cain,MIA,26,10.0,3.7,1.3,3.0,43.0,0.4,1.2,35.5,0.7,0.9,78.3,1.4,0.4,0.4,0.2,0.3,0,0
T.J. Warren,MIN,11,11.4,3.7,1.6,3.7,43.9,0.2,1.2,15.4,0.3,0.4,75.0,2.0,0.8,0.4,0.1,0.4,0,0
Keita Bates-Diop,BKN/PHX,53,12.5,3.7,1.4,3.1,43.4,0.4,1.3,30.4,0.6,0.8,76.2,2.1,0.7,0.5,0.4,0.3,0,0
Drew Peterson,BOS,3,7.7,3.7,1.3,2.0,66.7,1.0,1.7,60.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.3,0,0
Oshae Brissett,BOS,55,11.5,3.7,1.2,2.8,44.4,0.3,1.0,27.3,0.9,1.5,60.2,2.9,0.8,0.3,0.1,0.4,0,0
Jarace Walker,IND,33,10.3,3.6,1.4,3.3,40.9,0.7,1.7,40.0,0.2,0.3,88.9,1.9,1.2,0.5,0.3,0.5,0,0
Collin Gillespie,DEN,24,9.4,3.6,1.3,2.9,46.4,0.6,1.6,39.5,0.3,0.5,66.7,0.9,1.1,0.5,0.0,0.6,0,0
Lindy Waters,OKC,38,7.4,3.6,1.3,2.7,47.1,1.0,2.2,43.5,0.1,0.1,100.0,1.1,0.6,0.1,0.2,0.2,0,0
James Bouknight,CHA,14,5.8,3.6,1.3,2.9,43.9,0.9,2.1,43.3,0.1,0.1,50.0,0.6,0.4,0.1,0.1,0.1,0,0
Gui Santos,GS,23,8.3,3.6,1.2,2.4,50.9,0.4,1.2,37.0,0.7,0.7,94.1,2.1,0.6,0.2,0.1,0.3,0,0
Jordan McLaughlin,MIN,56,11.2,3.5,1.3,2.6,48.3,0.8,1.6,47.2,0.2,0.3,72.2,1.3,2.0,0.6,0.1,0.3,0,0
Onuralp Bitim,CHI,23,11.7,3.5,1.4,3.7,38.1,0.5,1.9,27.3,0.2,0.2,80.0,1.4,0.6,0.1,0.1,0.4,0,0
Theo Maledon,CHA/PHX,17,12.5,3.5,1.2,4.1,28.6,0.3,1.8,16.7,0.8,0.9,93.3,1.4,1.6,0.4,0.0,1.1,0,0
Yuta Watanabe,MEM/PHX,34,13.6,3.4,1.2,3.4,35.3,0.7,2.5,29.4,0.3,0.5,58.8,1.6,0.4,0.4,0.2,0.6,0,0
Moses Brown,POR,22,9.1,3.4,1.5,3.0,50.8,0.0,0.0,0.0,0.4,1.4,29.0,3.9,0.3,0.2,0.3,0.5,0,0
Wenyen Gabriel,MEM,5,16.2,3.4,1.6,4.4,36.4,0.2,1.2,16.7,0.0,1.0,0.0,5.0,0.6,0.4,0.4,1.6,0,0
Buddy Boeheim,DET,10,8.4,3.4,0.9,2.9,31.0,0.8,2.5,32.0,0.8,1.0,80.0,1.0,0.3,0.0,0.1,0.0,0,0
Ryan Rollins,MIL/WSH,13,6.0,3.4,1.1,2.1,51.9,0.2,0.3,75.0,1.0,1.3,76.5,1.0,1.1,0.8,0.2,0.6,0,0
Jalen McDaniels,TOR,50,10.8,3.4,1.3,3.8,34.4,0.2,1.4,16.9,0.5,0.7,73.0,1.6,0.7,0.4,0.1,0.6,0,0
Nassir Little,PHX,45,10.2,3.4,1.3,2.8,46.0,0.5,1.6,30.0,0.4,0.4,85.0,1.7,0.5,0.2,0.2,0.3,0,0
Marques Bolden,MIL/CHA,11,11.0,3.4,1.5,2.3,68.0,0.0,0.1,0.0,0.3,0.4,75.0,3.1,0.4,0.3,0.6,0.3,0,0
Jaden Springer,BOS/PHI,49,10.3,3.3,1.2,3.0,39.9,0.2,1.0,20.8,0.7,0.9,83.3,1.6,0.9,0.7,0.3,0.7,0,0
Charles Bassey,SA,19,10.8,3.3,1.5,2.1,72.5,0.0,0.1,0.0,0.3,0.3,83.3,4.0,1.1,0.4,0.9,0.8,0,0
Micah Potter,UTAH,16,11.6,3.3,1.2,2.5,47.5,0.6,1.3,42.9,0.4,0.5,75.0,2.7,0.4,0.3,0.4,0.3,0,0
Tristan Thompson,CLE,49,11.2,3.3,1.5,2.4,61.3,0.0,0.0,0.0,0.3,1.1,28.8,3.6,1.0,0.2,0.3,0.6,1,0
Garrett Temple,TOR,27,10.7,3.3,1.1,2.9,37.2,0.4,1.5,30.0,0.7,0.8,81.8,1.7,1.0,0.4,0.1,0.5,0,0
Oscar Tshiebwe,IND,8,5.3,3.3,1.3,2.5,50.0,0.0,0.0,0.0,0.8,1.0,75.0,2.0,0.3,0.3,0.1,0.0,0,0
Terquavion Smith,PHI,16,5.3,3.3,1.1,2.9,39.1,0.8,2.2,37.1,0.2,0.3,60.0,0.3,0.8,0.5,0.0,0.4,0,0
A.J. Lawson,DAL,42,7.4,3.2,1.3,2.9,44.6,0.3,1.2,26.0,0.4,0.5,65.2,1.2,0.5,0.2,0.1,0.3,0,0
Ish Smith,CHA,43,17.2,3.2,1.5,3.7,41.8,0.1,0.2,50.0,0.1,0.1,75.0,1.8,3.4,0.4,0.1,1.1,0,0
Boban Marjanovic,HOU,14,5.1,3.2,1.3,2.4,52.9,0.0,0.1,0.0,0.6,1.0,64.3,2.3,0.4,0.1,0.1,0.4,0,0
Kira Lewis,NO/UTAH/TOR,28,9.4,3.2,1.2,3.3,37.0,0.1,1.2,12.1,0.6,0.7,85.0,0.9,1.3,0.3,0.1,0.5,0,0
Brandon Williams,DAL,17,6.6,3.2,1.2,3.2,37.0,0.2,0.9,20.0,0.6,1.0,64.7,0.8,1.0,0.1,0.1,0.4,0,0
Gabe Vincent,LAL,11,19.8,3.1,1.4,4.5,30.6,0.3,2.5,10.7,0.1,0.2,50.0,0.8,1.9,0.8,0.0,0.5,0,0
Wesley Matthews,ATL,36,11.5,3.1,0.9,2.7,35.1,0.7,1.9,34.8,0.5,0.7,75.0,1.5,0.6,0.4,0.3,0.2,0,0
Johnny Davis,WSH,50,12.3,3.0,1.2,3.1,40.3,0.3,0.8,35.0,0.3,0.5,58.3,1.4,0.6,0.4,0.2,0.3,0,0
Olivier-Maxence Prosper,DAL,40,8.4,3.0,1.0,2.6,38.5,0.3,1.1,28.9,0.7,1.0,68.3,2.0,0.6,0.2,0.1,0.2,0,0
Mike Muscala,OKC/WSH/DET,53,11.3,3.0,1.1,2.9,35.9,0.5,1.8,29.2,0.3,0.5,68.0,2.4,0.7,0.2,0.2,0.4,0,0
Saben Lee,PHX,24,7.7,3.0,0.8,2.3,36.4,0.1,0.7,12.5,1.2,1.6,74.4,1.3,1.3,0.3,0.1,0.3,0,0
Jeremiah Robinson-Earl,NO,39,8.6,2.9,1.2,2.4,47.4,0.3,1.0,33.3,0.3,0.4,75.0,1.9,0.5,0.3,0.1,0.4,0,0
Nate Williams,HOU,22,5.9,2.9,1.2,2.3,54.0,0.1,0.2,40.0,0.3,0.6,53.8,1.0,0.3,0.2,0.0,0.2,0,0
Trevelin Queen,ORL,14,11.8,2.9,1.0,2.7,36.8,0.2,1.2,17.6,0.6,0.9,75.0,1.4,1.3,0.5,0.4,0.5,0,0
Henri Drell,CHI,4,7.5,2.8,1.0,2.5,40.0,0.5,1.5,33.3,0.3,0.5,50.0,1.0,1.0,0.5,0.3,0.5,0,0
D.J. Carton,TOR,4,9.0,2.8,0.8,2.0,37.5,0.3,1.0,25.0,1.0,1.3,80.0,1.0,0.8,0.3,0.0,0.3,0,0
Orlando Robinson,MIA,36,8.4,2.8,1.0,2.0,50.0,0.2,0.4,53.3,0.5,0.7,76.0,2.3,0.9,0.2,0.2,0.5,1,0
Damian Jones,CLE,39,6.9,2.7,1.1,1.8,59.7,0.1,0.4,21.4,0.5,0.5,85.7,1.6,0.4,0.2,0.3,0.3,0,0
Emoni Bates,CLE,15,8.9,2.7,1.0,3.3,30.6,0.7,2.2,30.3,0.1,0.3,25.0,0.9,0.7,0.1,0.1,0.5,0,0
Malik Williams,TOR,7,15.3,2.7,1.3,4.9,26.5,0.1,0.7,20.0,0.0,0.3,0.0,5.4,0.3,0.4,0.6,0.4,0,0
Leaky Black,CHA,26,10.9,2.7,1.0,2.0,48.1,0.3,0.8,45.0,0.4,0.6,66.7,1.8,0.9,0.3,0.4,0.2,0,0
Moussa Diabate,LAC,11,5.8,2.6,0.9,1.7,52.6,0.0,0.0,0.0,0.8,1.3,64.3,2.2,0.4,0.5,0.1,0.2,0,0
Otto Porter,UTAH/TOR,15,11.6,2.6,0.9,2.2,42.4,0.5,1.5,34.8,0.2,0.2,100.0,1.9,0.5,0.3,0.3,0.1,0,0
Timmy Allen,MEM,5,25.0,2.6,1.2,4.6,26.1,0.0,1.4,0.0,0.2,0.4,50.0,3.4,1.0,0.8,0.0,0.4,0,0
Markieff Morris,DAL,26,8.3,2.5,0.9,2.6,33.8,0.6,1.6,35.7,0.2,0.2,83.3,1.5,0.6,0.2,0.1,0.5,0,0
Dylan Windler,ATL/LAL/NY,17,6.4,2.5,0.9,1.8,50.0,0.8,1.6,48.1,0.0,0.0,0.0,0.9,0.6,0.1,0.0,0.1,0,0
Furkan Korkmaz,PHI,35,8.6,2.5,0.9,2.2,39.5,0.4,1.1,35.0,0.4,0.6,70.0,0.9,0.7,0.4,0.1,0.3,0,0
Alex Len,SAC,48,9.3,2.5,1.0,1.7,61.7,0.0,0.1,0.0,0.4,0.7,58.8,2.7,1.0,0.2,0.7,0.6,0,0
Greg Brown,DAL,6,6.7,2.5,0.8,1.8,45.5,0.2,0.5,33.3,0.7,1.5,44.4,1.5,0.7,0.0,0.7,0.7,0,0
Alex Fudge,LAL/DAL,6,6.7,2.5,1.0,2.5,40.0,0.2,0.8,20.0,0.3,0.3,100.0,0.8,0.0,0.5,0.0,0.3,0,0
Joe Harris,DET,16,10.6,2.4,0.9,2.4,35.9,0.6,1.9,33.3,0.1,0.1,50.0,0.8,0.6,0.2,0.1,0.3,0,0
Harry Giles,LAL/BKN,23,4.3,2.4,1.0,2.2,46.0,0.1,0.6,21.4,0.3,0.6,53.8,1.3,0.3,0.1,0.1,0.3,0,0
Cory Joseph,GS,26,11.4,2.4,0.9,2.5,35.9,0.5,1.6,31.0,0.2,0.3,57.1,1.2,1.6,0.2,0.1,0.5,0,0
AJ Griffin,ATL,20,8.6,2.4,0.9,3.1,29.0,0.5,2.0,25.6,0.1,0.1,100.0,0.9,0.3,0.1,0.1,0.4,0,0
Mouhamadou Gueye,TOR,11,10.9,2.4,1.0,3.5,28.9,0.0,0.3,0.0,0.4,0.8,44.4,2.1,0.5,0.3,1.6,1.1,0,0
Xavier Moon,LAC,14,8.5,2.4,1.1,3.3,32.6,0.1,1.2,11.8,0.1,0.1,50.0,1.3,1.5,0.2,0.2,0.4,0,0
Jamaree Bouyea,POR/SA,9,10.6,2.3,1.1,3.1,35.7,0.1,1.0,11.1,0.0,0.0,0.0,2.1,1.2,0.1,0.0,1.0,0,0
Cole Swider,MIA,18,4.8,2.3,0.8,2.1,39.5,0.6,1.7,33.3,0.1,0.1,100.0,0.4,0.3,0.1,0.1,0.4,0,0
Dereon Seabron,NO,6,9.2,2.3,0.7,2.2,30.8,0.2,0.3,50.0,0.8,1.0,83.3,1.2,0.8,0.3,0.2,0.0,0,0
Isaiah Mobley,CLE,10,7.2,2.3,1.0,2.4,41.7,0.3,1.0,30.0,0.0,0.1,0.0,1.0,0.6,0.2,0.0,0.2,0,0
Amari Bailey,CHA,10,6.5,2.3,0.8,2.4,33.3,0.1,0.8,12.5,0.6,0.7,85.7,0.9,0.7,0.3,0.0,0.4,0,0
Chuma Okeke,ORL,47,9.2,2.3,0.9,2.4,35.7,0.5,1.7,28.0,0.1,0.1,57.1,1.7,0.4,0.2,0.1,0.3,0,0
Olivier Sarr,OKC,15,6.5,2.3,0.7,1.3,57.9,0.1,0.4,33.3,0.7,1.0,66.7,2.4,0.1,0.0,0.5,0.2,0,0
Julian Phillips,CHI,40,8.1,2.2,0.8,1.9,41.6,0.3,1.0,31.6,0.3,0.5,68.4,0.9,0.3,0.2,0.2,0.3,0,0
Nate Hinton,HOU,15,5.0,2.2,0.7,1.7,42.3,0.5,0.9,50.0,0.3,0.3,80.0,1.5,0.7,0.2,0.1,0.2,0,0
Andre Jackson,MIL,57,10.0,2.2,0.9,1.8,50.0,0.3,0.8,37.0,0.1,0.2,72.7,2.0,0.9,0.3,0.1,0.5,1,0
Udoka Azubuike,PHX,16,7.1,2.2,1.0,1.4,69.6,0.0,0.0,0.0,0.2,0.8,23.1,2.0,0.2,0.1,0.4,0.3,1,0
Trent Forrest,ATL,38,10.9,2.2,0.9,2.4,37.8,0.1,0.3,20.0,0.3,0.4,76.5,1.3,2.4,0.3,0.1,0.5,0,0
Reggie Bullock,HOU,44,9.5,2.2,0.8,1.9,41.5,0.6,1.5,40.3,0.0,0.0,100.0,1.7,0.3,0.3,0.1,0.2,0,0
Colby Jones,SAC,30,6.4,2.1,0.9,2.4,39.4,0.1,0.7,9.1,0.2,0.4,54.5,1.3,0.7,0.2,0.2,0.3,0,0
Ish Wainright,POR/PHX,11,5.6,2.1,0.6,2.2,29.2,0.6,1.8,35.0,0.2,0.2,100.0,1.3,0.1,0.4,0.1,0.2,0,0
Jericho Sims,NY,45,13.0,2.0,0.8,1.2,69.1,0.0,0.0,0.0,0.4,0.5,66.7,3.3,0.6,0.2,0.4,0.4,0,0
Kobe Brown,LAC,44,9.0,2.0,0.8,2.0,41.1,0.3,1.1,29.2,0.0,0.0,50.0,1.4,0.6,0.3,0.1,0.2,0,0
Mamadi Diakite,SA/NY,6,4.0,2.0,0.7,1.0,66.7,0.0,0.2,0.0,0.7,1.0,66.7,0.7,0.3,0.2,0.2,0.2,0,0
Ty Jerome,CLE,2,7.5,2.0,1.0,2.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.5,0,0
Jordan Ford,SAC,6,3.7,2.0,0.7,1.2,57.1,0.3,0.5,66.7,0.3,0.3,100.0,0.3,0.3,0.0,0.0,0.2,0,0
Kevon Harris,ORL,2,3.0,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0,0
